STATE ABBREVIATION,STATE,DISTRICT,DISTRICT00,SPECIAL,JUNGLE,OPEN,ID_NUMCANDIDATES,ID_DISTRICTIDEOLOGY,NUMCANDIDATES,FECID,DISBURSEMENTS,TOTALDISBURSEMENT,DISBURSEMENTRATIO,INCUMBENT,CLOSEDSEAT,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME STANDARD,CANDIDATE NAME COMMA,PARTY,USERNAME,FOLLOWING,DWNOMINATE,CANDIDATEIDEOLOGY,RELIABLE,DISTRICTIDEOLOGY,PRIMARY VOTES,PRIMARY %,PRIMARYPERCENT,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,"COMBINED GE PARTY TOTALS (CT, NY)","COMBINED % (CT, NY)",GE WINNER INDICATOR,FOOTNOTES
NV,Nevada,1,01,,0,0,NV01R,NV1R,2,H6NV01224,0,0.00,0.00,0,0,Fred,Horne,Fred Horne,"Horne, Fred",R,fredhorne4nv,1,n/a,n/a,1,32.12162921,"5,235",0.45,44.82,,,,,,,,
NV,Nevada,2,02,,0,0,NV02D,NV2D,6,H8NV02111,12118,38872.45,0.31,0,0,Patrick ,Fogarty,Patrick  Fogarty,"Fogarty, Patrick ",D,patfogartynv,101,n/a,n/a,1,64.42246269,"8,619",0.24,23.83,,,,,,,,
NV,Nevada,2,02,,0,0,NV02D,NV2D,6,H8NV02095,11655,38872.45,0.30,0,0,Clint,Koble,Clint Koble,"Koble, Clint",D,koble4congress,1023,n/a,-1.42,1,64.42246269,"9,453",0.26,26.13,,,"120,102",41.77%,,,,
NV,Nevada,2,02,,0,0,NV02D,NV2D,6,H6NV02255,15099,38872.45,0.39,0,0,Rick,Shepherd,Rick Shepherd,"Shepherd, Rick",D,reprickshepherd,1780,n/a,-1.86,1,64.42246269,"7,699",0.21,21.28,,,,,,,,
NV,Nevada,2,02,,0,0,NV02R,NV2R,4,H6NV02172,27246,123387.11,0.22,0,1,Sharron,Angle,Sharron Angle,"Angle, Sharron",R,sharronangle,1831,n/a,0.93,1,27.17374802,"10,837",0.18,18.34,,,,,,,,
CA,California,45,45,,1,0,CA45R,CA45R,1,H4CA45097,415759,415758.99,1.00,1,1,Mimi,Walters,Mimi Walters,"Walters, Mimi",R,MimiWaltersCA,275,0.433,0.57,1,27.99546248,"86,764",0.52,51.66,,,"146,383",47.95%,,,,
NV,Nevada,3,03,,0,0,NV03D,NV3D,7,H6NV04020,352158,352157.62,1.00,0,0,Susie,Lee,Susie Lee,"Lee, Susie",D,SusieLeeNV,1012,-0.292,-1.89,1,62.06232558,"25,475",0.67,66.91,,,"148,501",51.89%,,,W,
NV,Nevada,3,03,,0,0,NV03R,NV3R,8,H8NV03119,72849,133926.33,0.54,0,0,Scott,Hammond,Scott Hammond,"Hammond, Scott",R,hammond4nevada,986,n/a,0.87,1,29.49049118,"5,804",0.17,16.79,,,,,,,,
NV,Nevada,3,03,,0,0,NV03R,NV3R,8,H8NV03218,60263,133926.33,0.45,0,0,Michelle,Mortensen,Michelle Mortensen,"Mortensen, Michelle",R,Tell_Michelle_,1881,n/a,0.61,1,29.49049118,"8,491",0.25,24.56,,,,,,,,
NV,Nevada,3,03,,0,0,NV03R,NV3R,8,H2NV04045,814,133926.33,0.01,0,0,Danny,Tarkanian,Danny Tarkanian,"Tarkanian, Danny",R,DannyTarkanian,960,n/a,0.98,1,29.49049118,"15,257",0.44,44.13,,,"122,566",42.83%,,,,
NV,Nevada,4,04,,0,0,NV04D,NV4D,6,H2NV04011,233802,276070.48,0.85,0,0,Steven A.,Horsford,Steven A. Horsford,"Horsford, Steven A.",D,stevenhorsford,5000,n/a,-1.46,1,59.81236623,"22,730",0.62,61.74,,,"121,962",51.93%,,,W,
NV,Nevada,4,04,,0,0,NV04D,NV4D,6,H8NV04042,42268,276070.48,0.15,0,0,"Patricia ""Pat""",Spearman,"Patricia ""Pat"" Spearman","Spearman, Patricia ""Pat""",D,Senatorspearman,1312,n/a,-2.32,1,59.81236623,"5,613",0.15,15.25,,,,,,,,
NV,Nevada,4,04,,0,0,NV04R,NV4R,6,H8NV04059,40126,65133.47,0.62,0,0,Cresent,Hardy,Cresent Hardy,"Hardy, Cresent",R,rephardy,411,n/a,0.88,1,29.31279737,"15,257",0.47,47.41,,,"102,748",43.75%,,,,
NV,Nevada,4,04,,0,0,NV04R,NV4R,6,H8NV04083,25007,65133.47,0.38,0,0,David  ,Gibbs,David   Gibbs,"Gibbs, David  ",R,n/a,0,n/a,n/a,1,29.31279737,"6,102",0.19,18.96,,,,,,,,
NY,New York,1,01,,0,0,NY01D,NY1D,5,H8NY01155,1315545,1650369.41,0.80,0,0,Perry,Gershon,Perry Gershon,"Gershon, Perry",D,perrygershon,1226,n/a,-2.03,1,60.16657609,"7,902",0.36,35.53,,,"124,213",46.00%,"127,991",47.39%,,
NY,New York,1,01,,0,0,NY01D,NY1D,5,H8NY01197,270538,1650369.41,0.16,0,0,Kate M.,Browning,Kate M. Browning,"Browning, Kate M.",D,katebrowningny,212,n/a,-2.15,1,60.16657609,"6,813",0.31,30.63,,,,,,,,
NY,New York,1,01,,0,0,NY01D,NY1D,5,H2NY01042,64286,1650369.41,0.04,0,0,Vivian M.,Viloria-Fisher,Vivian M. Viloria-Fisher,"Viloria-Fisher, Vivian M.",D,vivianviloria,283,n/a,-1.84,1,60.16657609,"3,616",0.16,16.26,,,,,,,,
NY,New York,2,02,,0,0,NY02D,NY2D,2,H8NY02104,193441,280735.24,0.69,0,0,Liuba Grechen,Shirley,Liuba Grechen Shirley,"Shirley, Liuba Grechen",D,liuba4congress,5000,n/a,-1.58,1,57.60273462,"7,315",0.57,57.28,,,"108,803",45.11%,"113,074",46.88%,,
NY,New York,2,02,,0,0,NY02D,NY2D,2,H6NY02124,87295,280735.24,0.31,0,0,Du Wayne,Gregory,Du Wayne Gregory,"Gregory, Du Wayne",D,DuWayneGregory,683,n/a,-1.58,1,57.60273462,"5,456",0.43,42.72,,,,,,,,
MO,Missouri,3,03,,0,1,MO03R,MO3R,2,H8MO09153,7292,7291.84,1.00,1,1,Blaine,Luetkemeyer,Blaine Luetkemeyer,"Luetkemeyer, Blaine",R,LuetkemeyerB,312,0.437,1.03,1,n/a,"95,449",0.80,79.90,,,"211,243",65.08%,,,W,
TX,Texas,10,10,,0,1,TX10R,TX10R,2,H4TX10093,94388,94387.64,1.00,1,1,Michael T.,McCaul,Michael T. McCaul,"McCaul, Michael T.",R,mccaulfortexas,2129,0.437,0.57,1,23.93745583,"42,088",0.80,80.10,,,"157,166",51.06%,,,W,
NY,New York,9,09,,0,0,NY09D,NY9D,2,H8NY09158,86980,96663.68,0.90,0,1,Adem,Bunkeddeko,Adem Bunkeddeko,"Bunkeddeko, Adem",D,adembunkeddeko,1633,n/a,-1.49,1,61.35235497,"14,350",0.47,46.97,,,,,,,,
NY,New York,11,11,,0,0,NY11D,NY11D,6,H8NY11089,7666,198727.92,0.04,0,0,"Michael, Jr.",DeVito,Michael DeVito,"DeVito, Michael, Jr.",D,mdevitojr,4610,n/a,-2.22,1,59.55049096,"3,642",0.20,19.98,,,,,,,,
NY,New York,11,11,,0,0,NY11D,NY11D,6,H8NY11113,191062,198727.92,0.96,0,0,Max N.,Rose,Max N. Rose,"Rose, Max N.",D,maxrose4ny,413,n/a,-1.56,1,59.55049096,"11,539",0.63,63.32,,,"96,850",50.40%,"101,823",52.99%,W,
MT,Montana,1,01,,0,1,MT01R,MT1R,1,H8MT01182,250885,250884.79,1.00,1,1,Greg,Gianforte,Greg Gianforte,"Gianforte, Greg",R,GregForMontana,1192,0.438,1.06,1,30.80393701,"136,372",1.00,99.98,,,"256,661",50.88%,,,W,
NY,New York,11,11,,0,0,NY11R,NY11R,2,H0NY13074,40,595454.82,0.00,0,1,Michael G.,Grimm,Michael G. Grimm,"Grimm, Michael G.",R,michaelgrimmny,635,n/a,0.61,1,34.28740978,"7,957",0.37,37.06,,,,,,,,
NY,New York,12,12,,0,0,NY12D,NY12D,2,H8NY12129,0,415180.81,0.00,0,1,Suraj,Patel,Suraj Patel,"Patel, Suraj",D,surajpatelnyc,4690,n/a,-1.53,1,73.57259475,"18,098",0.40,40.36,,,,,,,,
MO,Missouri,6,06,,0,1,MO06R,MO6R,1,H0MO06073,24608,24608.21,1.00,1,1,Sam,Graves,Sam Graves,"Graves, Sam",R,repsamgraves,1163,0.442,0.88,1,n/a,"89,675",1.00,100.00,,,"199,796",65.42%,,,W,
IA,Iowa,3,03,,0,1,IA03R,IA3R,1,H4IA03115,105658,105658.08,1.00,1,1,David,Young,David Young,"Young, David",R,YoungForIowa,604,0.442,0.72,1,28.1619688,"21,712",0.99,98.93,,,"167,933",47.14%,,,,
NY,New York,14,14,,0,0,NY14D,NY14D,2,H8NY15148,128180,1237903.54,0.10,0,1,Alexandria,Ocasio-Cortez,Alexandria Ocasio-Cortez,"Ocasio-Cortez, Alexandria",D,AOC,2286,-0.226,-2.23,1,63.17013423,"16,898",0.57,56.75,,,"110,318",78.13%,,,W,
WI,Wisconsin,8,08,,0,1,WI08R,WI8R,1,H6WI08155,93058,93057.99,1.00,1,1,Mike ,Gallagher,Mike  Gallagher,"Gallagher, Mike ",R,repgallagher,429,0.444,0.82,1,n/a,"62,524",1.00,99.91,,,"209,410",63.69%,,,W,
NY,New York,16,16,,0,0,NY16D,NY16D,4,H8NY16096,489934,1052461.65,0.47,0,1,Jonathan,Lewis,Jonathan Lewis,"Lewis, Jonathan",D,jonathanlewisny,500,n/a,-2.11,1,62.06598686,"4,866",0.16,16.18,,,,,,,,
NY,New York,19,19,,0,0,NY19D,NY19D,7,H8NY19223,786635,1852853.72,0.42,0,0,Pat,Ryan,Pat Ryan,"Ryan, Pat",D,PatRyanUC,1373,n/a,-1.55,1,60.78957346,"6,941",0.18,17.89,,,,,,,,
NY,New York,19,19,,0,0,NY19D,NY19D,7,H8NY19181,779265,1852853.72,0.42,0,0,Antonio,Delgado,Antonio Delgado,"Delgado, Antonio",D,DelgadoforNY19,2102,-0.205,-1.88,1,60.78957346,"8,576",0.22,22.10,,,"135,582",47.08%,"147,873",51.35%,W,
NY,New York,19,19,,0,0,NY19D,NY19D,7,H8NY19199,286955,1852853.72,0.15,0,0,Gareth,Rhodes,Gareth Rhodes,"Rhodes, Gareth",D,GarethRhodes,2605,n/a,-0.99,1,60.78957346,"6,890",0.18,17.75,,,,,,,,
NY,New York,21,21,,0,0,NY21D,NY21D,5,H8NY21245,141198,141198.29,1.00,0,0,Tedra L.,Cobb,Tedra L. Cobb,"Cobb, Tedra L.",D,tedracobb,3954,n/a,-1.6,1,56.46415686,"10,853",0.55,55.32,,,"93,394",39.70%,"99,791",42.42%,,
NY,New York,23,23,,0,0,NY23D,NY23D,5,H8NY23183,62289,219325.38,0.28,0,0,Tracy,Mitrano,Tracy Mitrano,"Mitrano, Tracy",D,MitranoForNY23,5000,n/a,-1.1,1,57.96266766,"7,724",0.33,32.87,,,"100,914",41.98%,"109,932",45.73%,,
NY,New York,23,23,,0,0,NY23D,NY23D,5,H8NY23225,114416,219325.38,0.52,0,0,Linda,Andrei,Linda Andrei,"Andrei, Linda",D,Linda4Congress,309,n/a,-2.46,1,57.96266766,"3,603",0.15,15.33,,,,,,,,
NY,New York,23,23,,0,0,NY23D,NY23D,5,H8NY23175,42621,219325.38,0.19,0,0,Max,Della Pia,Max Della Pia,"Della Pia, Max",D,DellaPiaForNY23,1313,n/a,-2.21,1,57.96266766,"7,494",0.32,31.89,,,,,,,,
NY,New York,24,24,,0,0,NY24D,NY24D,2,H8NY24090,81724,132226.47,0.62,0,0,Dana,Balter,Dana Balter,"Balter, Dana",D,dana_balter,2916,n/a,-2.02,1,58.11383449,"14,897",0.62,62.45,,,"115,902",44.50%,"123,226",47.31%,,
NY,New York,24,24,,0,0,NY24D,NY24D,2,H8NY24132,50503,132226.47,0.38,0,0,Juanita Perez,Williams,Juanita Perez Williams,"Williams, Juanita Perez",D,Juana_B_Matias,655,n/a,-2.31,1,58.11383449,"8,958",0.38,37.55,,,,,,,,
NY,New York,25,25,F,0,0,NY25FD,NY25D,4,H8NY25105,153741,198961.51,0.77,0,0,Joseph D.,Morelle,Joseph D. Morelle,"Morelle, Joseph D.",D,votemorelle,219,-0.318,-2.02,1,60.04085239,"16,245",0.46,45.75,,,"147,979",54.78%,"159,244",58.95%,W,
NY,New York,25,25,F,0,0,NY25FD,NY25D,4,H8NY25113,37475,198961.51,0.19,0,0,Robin R.,Wilt,Robin R. Wilt,"Wilt, Robin R.",D,wiltforcongress,727,n/a,-2.57,1,60.04085239,"6,158",0.17,17.34,,,,,,,,
NY,New York,25,25,F,0,0,NY25FD,NY25D,4,H8NY25139,0,198961.51,0.00,0,0,Adam C.,McFadden,Adam C. McFadden,"McFadden, Adam C.",D,McFaddenForTX21,411,n/a,-1.67,1,60.04085239,"6,103",0.17,17.19,,,,,,,,
NY,New York,25,25,F,0,0,NY25FD,NY25D,4,H8NY25121,7746,198961.51,0.04,0,0,Rachel A.,Barnhart,Rachel A. Barnhart,"Barnhart, Rachel A.",D,rachbarnhart,5000,n/a,-2.3,1,60.04085239,"7,003",0.20,19.72,,,,,,,,
OH,Ohio,1,01,,0,1,OH01D,OH1D,1,H8OH01118,54862,54862.03,1.00,0,0,Aftab,Pureval,Aftab Pureval,"Pureval, Aftab",D,AftabPureval,1898,n/a,-2.52,1,61.53951262,"28,068",1.00,100.00,,,"141,118",46.90%,,,,
OH,Ohio,1,01,,0,1,OH01R,OH1R,2,H6OH01088,0,10470.19,0.00,0,1,Samuel,Ronan,Samuel Ronan,"Ronan, Samuel",R,Ronan4Progress,3679,n/a,-1.28,1,25.86761134,"8,324",0.17,16.77,,,,,,,,
CO,Colorado,3,03,,0,0,CO03R,CO3R,1,H6CO03139,83919,83918.50,1.00,1,1,Scott R.,Tipton,Scott R. Tipton,"Tipton, Scott R.",R,scottrtipton,1653,0.447,1.41,1,26.80345912,"66,854",1.00,100.00,,,"173,205",51.52%,,,W,
OH,Ohio,2,02,,0,1,OH02D,OH2D,3,H6OH02292,664,46945.47,0.01,0,0,Janet,Everhard,Janet Everhard,"Everhard, Janet",D,VoteEverhard,192,n/a,-2.98,1,60.39946619,"11,505",0.34,34.44,,,,,,,,
OH,Ohio,2,02,,0,1,OH02D,OH2D,3,H8OH02124,46281,46945.47,0.99,0,0,Jill,Schiller,Jill Schiller,"Schiller, Jill",D,jillschill,2050,n/a,-1.47,1,60.39946619,"18,110",0.54,54.21,,,"119,333",41.20%,,,,
CA,California,22,22,,1,0,CA22R,CA22R,1,H8CA20059,1832426,1832425.71,1.00,1,1,Devin G.,Nunes,Devin G. Nunes,"Nunes, Devin G.",R,DevinNunes,695,0.449,0.88,1,26.74443022,"70,112",0.58,57.56,,,"117,243",52.72%,,,W,
MO,Missouri,2,02,,0,1,MO02R,MO2R,2,H2MO02102,406267,406266.98,1.00,1,1,Ann,Wagner,Ann Wagner,"Wagner, Ann",R,AnnLWagner,618,0.45,0.86,1,n/a,"72,692",0.90,89.90,,,"192,477",51.18%,,,W,
OH,Ohio,3,03,,0,1,OH03R,OH3R,2,H8OH03106,0,0.00,0.00,0,0,Jim,Burgess,Jim Burgess,"Burgess, Jim",R,JimBurgess7,128,n/a,1.15,1,28.29851088,"19,559",0.93,93.10,,,"65,040",26.37%,,,,
OH,Ohio,4,04,,0,1,OH04D,OH4D,2,H4OH04046,14845,14844.76,1.00,0,0,Janet,Garrett,Janet Garrett,"Garrett, Janet",D,Janet4OH,804,n/a,-1.72,1,56.48568608,"17,715",0.84,83.85,,,"89,412",34.74%,,,,
OH,Ohio,4,04,,0,1,OH04D,OH4D,2,H8OH04088,0,14844.76,0.00,0,0,Cody James,Slatzer-Rose,Cody James Slatzer-Rose,"Slatzer-Rose, Cody James",D,n/a,0,n/a,n/a,1,56.48568608,"3,413",0.16,16.15,,,,,,,,
MI,Michigan,8,08,,0,1,MI08R,MI8R,2,H4MI08135,26154,26153.88,1.00,1,1,Mike,Bishop,Mike Bishop,"Bishop, Mike",R,ElectMikeBishop,1408,0.451,0.42,1,n/a,"75,403",0.92,92.34,,,"159,782",46.78%,,,,
OH,Ohio,5,05,,0,1,OH05D,OH5D,2,H6OH05097,0,1115.45,0.00,0,0,"James, Jr.",Neu,James Neu,"Neu, James, Jr.",D,neu4congress,4516,n/a,-1.95,1,58.46612171,"7,070",0.27,26.79,,,,,,,,
OH,Ohio,5,05,,0,1,OH05D,OH5D,2,H8OH05150,1115,1115.45,1.00,0,0,J. Michael,Galbraith,J. Michael Galbraith,"Galbraith, J. Michael",D,oh5forgalbraith,1182,n/a,-2.3,1,58.46612171,"19,317",0.73,73.21,,,"99,655",35.14%,,,,
OH,Ohio,5,05,,0,1,OH05R,OH5R,3,H8OH05168,0,76682.13,0.00,0,1,Todd,Wolfrum,Todd Wolfrum,"Wolfrum, Todd",R,toddwolfrum,66,n/a,0.81,1,26.4991684,"10,385",0.17,16.75,,,,,,,,
VA,Virginia,2,02,,0,1,VA02R,VA2R,2,H0VA02118,335005,364060.84,0.92,1,1,Scott W.,Taylor,Scott W. Taylor,"Taylor, Scott W.",R,scotttaylorva,3215,0.456,0.71,1,23.84744977,"28,515",0.76,76.04,,,"133,458",48.81%,,,,
OH,Ohio,6,06,,0,1,OH06D,OH6D,2,H8OH06117,0,3544.96,0.00,0,0,Werner,Lange,Werner Lange,"Lange, Werner",D,lange4congress,14,n/a,-3.3,1,54.26170752,"7,534",0.25,25.49,,,,,,,,
OH,Ohio,6,06,,0,1,OH06D,OH6D,2,H8OH06133,3545,3544.96,1.00,0,0,Shawna,Roberts,Shawna Roberts,"Roberts, Shawna",D,RobertsOhioD6,1968,n/a,-2.24,1,54.26170752,"22,024",0.75,74.51,,,"76,716",30.75%,,,,
OH,Ohio,6,06,,0,1,OH06R,OH6R,2,H8OH06141,0,172025.26,0.00,0,1,Robert J.,Blazek,Robert J. Blazek,"Blazek, Robert J.",R,n/a,0,n/a,n/a,1,27.03590334,"9,501",0.16,15.90,,,,,,,,
TN,Tennessee,3,03,,0,1,TN03R,TN3R,4,H0TN03254,22068,22068.38,1.00,1,1,Chuck,Fleischmann,Chuck Fleischmann,"Fleischmann, Chuck",R,chuck4congress,756,0.457,0.56,1,18.00926791,"67,830",0.79,79.37,,,"156,512",63.68%,,,W,
OH,Ohio,7,07,,0,1,OH07D,OH7D,2,H8OH07123,48171,48985.24,0.98,0,0,Ken,Harbaugh,Ken Harbaugh,"Harbaugh, Ken",D,Team_Harbaugh,1654,n/a,-1.89,1,57.72979705,"24,042",0.80,80.20,,,"107,536",41.26%,,,,
OH,Ohio,7,07,,0,1,OH07D,OH7D,2,H8OH07131,814,48985.24,0.02,0,0,Patrick M.,Pikus,Patrick M. Pikus,"Pikus, Patrick M.",D,n/a,0,n/a,n/a,1,57.72979705,"5,937",0.20,19.80,,,,,,,,
CA,California,23,23,,1,0,CA23R,CA23R,1,H6CA22125,422956,422956.34,1.00,1,1,Kevin,McCarthy,Kevin McCarthy,"McCarthy, Kevin",R,kevinomccarthy,203,0.459,0.96,1,25.87962484,"81,633",0.69,68.79,,,"131,113",63.72%,,,W,
OH,Ohio,8,08,,0,1,OH08D,OH8D,4,H8OH08071,143421,145458.64,0.99,0,0,Ted,Jones,Ted Jones,"Jones, Ted",D,tjones4congress,29,n/a,-1.78,1,57.09298441,"3,258",0.16,16.28,,,,,,,,
OH,Ohio,8,08,,0,1,OH08D,OH8D,4,H8OH08097,2038,145458.64,0.01,0,0,Vanessa,Enoch,Vanessa Enoch,"Enoch, Vanessa",D,DrVEnoch,2056,n/a,-2.39,1,57.09298441,"11,587",0.58,57.91,,,"89,451",33.46%,,,,
MN,Minnesota,6,06,,0,1,MN06R,MN6R,3,H4MN06087,115589,120450.94,0.96,1,1,Tom ,Emmer,Tom  Emmer,"Emmer, Tom ",R,tomemmer,1658,0.459,0.96,1,n/a,"34,250",0.77,76.58,,,"192,931",61.11%,,,W,
IL,Illinois,18,18,,0,1,IL18R,IL18R,2,H6IL18088,65505,89849.41,0.73,1,1,Darin,LaHood,Darin LaHood,"LaHood, Darin",R,ElectLaHood,596,0.463,0.83,1,22.63861319,"61,722",0.79,78.87,,,"195,927",67.23%,,,W,
OH,Ohio,9,09,,0,1,OH09R,OH9R,3,H8OH09111,0,0.00,0.00,0,0,Steven W.,Kraus,Steven W. Kraus,"Kraus, Steven W.",R,teamkraus,70,n/a,1.26,1,30.67961165,"10,373",0.49,49.45,,,"74,670",32.19%,,,,
OH,Ohio,9,09,,0,1,OH09R,OH9R,3,H8OH09087,0,0.00,0.00,0,0,Keith,Colton,Keith Colton,"Colton, Keith",R,colton4congress,280,n/a,n/a,1,30.67961165,"6,263",0.30,29.86,,,,,,,,
OH,Ohio,9,09,,0,1,OH09R,OH9R,3,H0OH10090,0,0.00,0.00,0,0,W. Benjamin,Franklin,W. Benjamin Franklin,"Franklin, W. Benjamin",R,n/a,0,n/a,n/a,1,30.67961165,"4,342",0.21,20.70,,,,,,,,
OH,Ohio,10,10,,0,1,OH10D,OH10D,3,H4OH10167,0,79996.63,0.00,0,0,Robert,Klepinger,Robert Klepinger,"Klepinger, Robert",D,n/a,0,n/a,n/a,1,58.43053435,"8,814",0.26,25.60,,,,,,,,
OH,Ohio,10,10,,0,1,OH10D,OH10D,3,H8OH10119,79997,79996.63,1.00,0,0,Theresa A.,Gasper,Theresa A. Gasper,"Gasper, Theresa A.",D,gasperforoh10,222,n/a,-2.71,1,58.43053435,"23,077",0.67,67.02,,,"118,785",42.16%,,,,
MO,Missouri,4,04,,0,1,MO04R,MO4R,2,H0MO04086,28527,29066.61,0.98,1,1,Vicky,Hartzler,Vicky Hartzler,"Hartzler, Vicky",R,VickyH4Congress,126,0.465,1.03,1,n/a,"75,274",0.74,73.74,,,"190,138",64.82%,,,W,
TX,Texas,31,31,,0,1,TX31R,TX31R,2,H2TX31044,127654,138606.27,0.92,1,1,John ,Carter,John  Carter,"Carter, John ",R,JudgeJohnCarter,5000,0.473,1.14,1,23.83243874,"34,623",0.66,65.50,,,"144,680",50.59%,,,W,
OH,Ohio,11,11,,0,1,OH11R,OH11R,2,H8OH11315,2583,218492.31,0.01,0,0,Gregory P.,Dunham,Gregory P. Dunham,"Dunham, Gregory P.",R,n/a,0,n/a,n/a,1,31.69386139,"6,336",0.47,47.45,,,,,,,,
OH,Ohio,11,11,,0,1,OH11R,OH11R,2,H6OH11160,215910,218492.31,0.99,0,0,Beverly A.,Goldstein,Beverly A. Goldstein,"Goldstein, Beverly A.",R,BevGoldstein,5000,n/a,1.07,1,31.69386139,"7,017",0.53,52.55,,,"44,486",17.75%,,,,
OH,Ohio,12,12,,0,1,OH12D,OH12D,7,H8OH12271,16157,85752.30,0.19,0,0,John,Russell,John Russell,"Russell, John",D,heyjohnrussell,1689,n/a,-1.35,1,63.30364716,"7,310",0.16,16.27,,,,,,,,
OH,Ohio,12,12,,0,1,OH12D,OH12D,7,H8OH12164,20416,85752.30,0.24,0,0,Zach,Scott,Zach Scott,"Scott, Zach",D,ZachScottOhio,351,n/a,-2.13,1,63.30364716,"7,236",0.16,16.10,,,,,,,,
OH,Ohio,12,12,,0,1,OH12D,OH12D,7,H8OH12297,49179,85752.30,0.57,0,0,Danny,O'Connor,Danny O'Connor,"O'Connor, Danny",D,dannyoconnor1,1404,n/a,-1.85,0,63.30364716,"18,211",0.41,40.52,,,"161,251",47.20%,,,,
OH,Ohio,12,12,,0,1,OH12R,OH12R,9,H8OH12248,114589,481288.18,0.24,0,0,Melanie,Leneghan,Melanie Leneghan,"Leneghan, Melanie",R,MelanieLeneghan,857,n/a,0.99,1,26.09763463,"18,777",0.28,27.58,,,,,,,,
OH,Ohio,12,12,,0,1,OH12R,OH12R,9,H8OH12263,120405,481288.18,0.25,0,0,Tim,Kane,Tim Kane,"Kane, Tim",R,kaneforohio,328,n/a,1.14,1,26.09763463,"11,491",0.17,16.88,,,,,,,,
OH,Ohio,12,12,,0,1,OH12R,OH12R,9,H8OH12180,246295,481288.18,0.51,0,0,Troy,Balderson,Troy Balderson,"Balderson, Troy",R,Troy_Balderson,626,0.442,0.71,1,26.09763463,"19,552",0.29,28.72,,,"175,677",51.42%,,,W,"#  Troy Balderson was elected in a special general election on August 7, 2018, to fill the remainder of Rep. Pat Tiberi's term."
OK,Oklahoma,5,05,,0,0,OK05R,OK5R,3,H4OK05132,71084,71083.52,1.00,1,1,Steve,Russell,Steve Russell,"Russell, Steve",R,SteveRussellOK,181,0.473,0.99,1,27.07911561,"66,030",0.84,83.62,,,"117,811",49.30%,,,,
OH,Ohio,13,13,,0,1,OH13R,OH13R,1,H8OH13147,5364,5364.30,1.00,0,0,Chris,DePizzo,Chris DePizzo,"DePizzo, Chris",R,chrisdepizzo,1014,n/a,0.78,1,31.69602713,"24,296",1.00,100.00,,,"98,047",39.01%,,,,
OH,Ohio,14,14,,0,1,OH14D,OH14D,1,H8OH14111,15408,15408.32,1.00,0,0,Betsy,Rader,Betsy Rader,"Rader, Betsy",D,BetsyRaderOH,520,n/a,-2.04,1,61.19809015,"36,077",1.00,100.00,,,"137,549",44.75%,,,,
OH,Ohio,7,07,,0,1,OH07R,OH7R,3,H0OH18077,1362,1362.35,1.00,1,1,Bob,Gibbs,Bob Gibbs,"Gibbs, Bob",R,bob_gibbs,590,0.474,0.86,1,26.58198357,"42,274",0.78,77.92,,,"153,117",58.74%,,,W,
OH,Ohio,15,15,,0,1,OH15D,OH15D,2,H8OH15134,61683,61683.27,1.00,0,0,Rick,Neal,Rick Neal,"Neal, Rick",D,Rick_Neal,997,n/a,-2.3,1,61.38678112,"22,343",0.64,63.54,,,"116,112",39.70%,,,,
OH,Ohio,15,15,,0,1,OH15D,OH15D,2,H8OH15159,0,61683.27,0.00,0,0,Rob,Jarvis,Rob Jarvis,"Jarvis, Rob",D,robjarvis4ohio,3830,n/a,-1.47,1,61.38678112,"12,820",0.36,36.46,,,,,,,,
TN,Tennessee,1,01,,0,1,TN01R,TN1R,4,H6TN01388,30992,38278.59,0.81,1,1,Phil,Roe,Phil Roe,"Roe, Phil",R,drphilroe,297,0.485,1.03,1,18.82380013,"71,556",0.74,73.74,,,"172,835",77.06%,,,W,
OH,Ohio,16,16,,0,1,OH16D,OH16D,6,H8OH16181,7108,40303.80,0.18,0,0,TJ,Mulloy,TJ Mulloy,"Mulloy, TJ",D,TJMulloyOH,394,n/a,-2.56,1,61.15052161,"6,511",0.16,15.54,,,,,,,,
OH,Ohio,16,16,,0,1,OH16D,OH16D,6,H8OH16173,20949,40303.80,0.52,0,0,Grant,Goodrich,Grant Goodrich,"Goodrich, Grant",D,GGGoodrich,454,n/a,n/a,1,61.15052161,"11,758",0.28,28.06,,,,,,,,
OH,Ohio,16,16,,0,1,OH16D,OH16D,6,H8OH16157,12247,40303.80,0.30,0,0,Susan Moran,Palmer,Susan Moran Palmer,"Palmer, Susan Moran",D,SusanPalmerOH,599,n/a,-2.47,1,61.15052161,"14,507",0.35,34.63,,,"129,681",43.27%,,,,
OH,Ohio,16,16,,0,1,OH16R,OH16R,3,H8OH16108,73945,346352.02,0.21,0,0,Christina M.,Hagan,Christina M. Hagan,"Hagan, Christina M.",R,rephagan,1969,n/a,0.99,1,28.40132275,"26,380",0.41,40.78,,,,,,,,
OH,Ohio,16,16,,0,1,OH16R,OH16R,3,H8OH16124,272407,346352.02,0.79,0,0,Anthony,Gonzalez,Anthony Gonzalez,"Gonzalez, Anthony",R,anthonygonzalez,325,0.293,0.77,1,28.40132275,"34,327",0.53,53.07,,,"170,029",56.73%,,,W,
